,geo,time,Search_impression,Display_impression,Video_impression,DemandGen_impression,Search_spend,Display_spend,Video_spend,DemandGen_spend,Conversions,Population,Revenue_Per_Conversion
233,Arizona,2024-12-16,"1,332","1,857","1,610",142,$586.52 ,$6.83 ,$25.41 ,$6.71 ,4,7359197,"$2,352 "
234,Arizona,2024-12-23,"1,242",388,"1,892",147,$448.66 ,$1.98 ,$26.72 ,$4.36 ,2,7359197,"$1,176 "
235,Arizona,2024-12-30,921,738,"3,630",544,$343.36 ,$18.86 ,$22.22 ,$21.40 ,0,7359197,$0 
236,Arizona,2025-01-06,912,"1,877","4,526","2,230",$215.71 ,$14.90 ,$25.16 ,$19.44 ,0,7359197,$0 
237,Arizona,2025-01-13,"1,927","2,299","3,831","1,339",$692.70 ,$9.30 ,$23.83 ,$15.88 ,5,7359197,"$2,940 "
238,Arizona,2025-01-20,"2,359","1,841","2,878","1,093",$867.72 ,$5.41 ,$18.99 ,$27.56 ,6,7359197,"$3,528 "
239,Arizona,2025-01-27,"2,444",747,"2,378","2,022",$761.63 ,$4.47 ,$21.02 ,$31.71 ,4,7359197,"$2,352 "
240,Arizona,2025-02-03,"1,495",364,925,"1,731",$504.70 ,$1.84 ,$11.93 ,$22.05 ,8,7359197,"$4,704 "
241,Arizona,2025-02-10,"1,565",164,658,475,$525.40 ,$4.55 ,$14.11 ,$23.25 ,6,7359197,"$3,528 "
242,Arizona,2025-02-17,"1,259",57,619,480,$455.51 ,$2.84 ,$12.77 ,$21.33 ,6,7359197,"$3,528 "
243,Arkansas,2023-09-25,58,21,,,$13.38 ,$0.78 , --, --,0,3011524,$0 
244,Arkansas,2023-10-02,229,40,279,,$69.31 ,$0.00 ,$2.63 , --,0,3011524,$0 
245,Arkansas,2023-10-09,114,3,550,,$22.49 ,$0.00 ,$5.80 , --,1,3011524,$588 
246,Arkansas,2023-10-16,139,58,248,,$53.84 ,$0.00 ,$3.20 , --,1,3011524,$588 
247,Arkansas,2023-10-23,178,"1,558",199,,$60.33 ,$3.93 ,$2.49 , --,1,3011524,$588 
248,Arkansas,2023-10-30,225,"3,818",210,,$101.21 ,$2.62 ,$2.74 , --,1,3011524,$588 
249,Arkansas,2023-11-06,162,59,221,,$47.98 ,$0.00 ,$3.07 , --,2,3011524,"$1,176 "
250,Arkansas,2023-11-13,234,47,206,,$75.40 ,$13.45 ,$3.64 , --,3,3011524,"$1,764 "
251,Arkansas,2023-11-20,259,34,198,,$59.19 ,$0.00 ,$4.48 , --,0,3011524,$0 
252,Arkansas,2023-11-27,234,40,178,,$114.03 ,$2.79 ,$3.91 , --,2,3011524,"$1,176 "
253,Arkansas,2023-12-04,234,85,291,,$113.25 ,$4.20 ,$5.17 , --,0,3011524,$0 
254,Arkansas,2023-12-11,273,159,323,,$141.25 ,$3.36 ,$7.03 , --,4,3011524,"$2,352 "
255,Arkansas,2023-12-18,317,76,467,,$173.56 ,$3.66 ,$6.93 , --,6,3011524,"$3,528 "
256,Arkansas,2023-12-25,622,120,939,,$364.56 ,$1.68 ,$10.39 , --,0,3011524,$0 
257,Arkansas,2024-01-01,615,0,"1,108",,$228.02 ,$0.00 ,$9.39 , --,6,3011524,"$3,528 "
258,Arkansas,2024-01-08,422,47,833,,$143.62 ,$0.00 ,$12.70 , --,3,3011524,"$1,764 "
259,Arkansas,2024-01-15,315,248,813,,$102.60 ,$0.77 ,$15.02 , --,1,3011524,$588 
260,Arkansas,2024-01-22,242,78,"4,316",,$75.65 ,$1.69 ,$16.14 , --,2,3011524,"$1,176 "
261,Arkansas,2024-01-29,217,116,"1,841",,$41.09 ,$4.68 ,$15.18 , --,2,3011524,"$1,176 "
262,Arkansas,2024-02-05,241,101,"2,772",133,$105.67 ,$10.48 ,$24.08 ,$0.65 ,1,3011524,$588 
263,Arkansas,2024-02-12,263,65,"1,724",320,$67.57 ,$0.00 ,$20.89 ,$2.85 ,1,3011524,$588 
264,Arkansas,2024-02-19,389,"1,334","2,581",197,$87.49 ,$37.79 ,$24.59 ,$1.51 ,2,3011524,"$1,176 "
265,Arkansas,2024-02-26,173,524,"1,051",110,$47.34 ,$12.19 ,$13.37 ,$2.75 ,2,3011524,"$1,176 "
266,Arkansas,2024-03-04,169,"1,171","1,834",132,$41.99 ,$19.96 ,$13.79 ,$1.72 ,1,3011524,$588 
267,Arkansas,2024-03-11,306,983,"1,983",387,$185.44 ,$8.30 ,$18.62 ,$1.71 ,2,3011524,"$1,176 "
268,Arkansas,2024-03-18,324,494,"2,058",71,$156.05 ,$28.94 ,$19.07 ,$0.08 ,5,3011524,"$2,940 "
269,Arkansas,2024-03-25,318,584,"1,489",,$102.29 ,$3.01 ,$21.31 , --,3,3011524,"$1,764 "
270,Arkansas,2024-04-01,280,798,821,,$65.93 ,$3.55 ,$8.81 , --,0,3011524,$0 
271,Arkansas,2024-04-08,197,35,568,,$120.67 ,$0.00 ,$5.84 , --,1,3011524,$588 
272,Arkansas,2024-04-15,201,55,578,,$47.25 ,$0.00 ,$6.12 , --,0,3011524,$0 
273,Arkansas,2024-04-22,255,80,589,,$137.51 ,$0.00 ,$5.72 , --,0,3011524,$0 
274,Arkansas,2024-04-29,288,331,790,,$121.63 ,$0.83 ,$8.09 , --,2,3011524,"$1,176 "
275,Arkansas,2024-05-06,254,664,760,,$235.38 ,$0.60 ,$9.70 , --,4,3011524,"$2,352 "
276,Arkansas,2024-05-13,273,"1,242",711,,$129.76 ,$7.56 ,$8.67 , --,3,3011524,"$1,764 "
277,Arkansas,2024-05-20,250,100,608,,$196.09 ,$1.01 ,$7.94 , --,2,3011524,"$1,176 "
278,Arkansas,2024-05-27,296,70,598,,$104.06 ,$2.14 ,$7.38 , --,2,3011524,"$1,176 "
279,Arkansas,2024-06-03,351,106,309,,$142.02 ,$2.33 ,$6.13 , --,0,3011524,$0 
280,Arkansas,2024-06-10,364,44,218,,$271.03 ,$14.96 ,$7.01 , --,3,3011524,"$1,764 "
281,Arkansas,2024-06-17,393,78,641,,$225.35 ,$2.02 ,$8.88 , --,2,3011524,"$1,176 "
282,Arkansas,2024-06-24,352,44,698,,$164.87 ,$0.00 ,$10.02 , --,3,3011524,"$1,764 "
283,Arkansas,2024-07-01,408,323,685,,$179.53 ,$1.21 ,$7.90 , --,0,3011524,$0 
284,Arkansas,2024-07-08,214,99,362,,$56.49 ,$4.66 ,$4.44 , --,0,3011524,$0 
285,Arkansas,2024-07-22,577,105,693,,$178.81 ,$5.27 ,$7.83 , --,3,3011524,"$1,764 "
286,Arkansas,2024-07-29,645,481,379,,$166.23 ,$4.56 ,$5.32 , --,2,3011524,"$1,176 "
287,Arkansas,2024-08-05,596,625,450,,$204.69 ,$9.77 ,$6.99 , --,1,3011524,$588 
288,Arkansas,2024-08-12,518,168,406,45,$181.56 ,$0.37 ,$6.63 ,$1.63 ,2,3011524,"$1,176 "
289,Arkansas,2024-08-19,446,46,437,48,$213.11 ,$2.63 ,$5.90 ,$0.74 ,5,3011524,"$2,940 "
290,Arkansas,2024-08-26,502,161,403,324,$203.53 ,$0.15 ,$5.64 ,$0.52 ,3,3011524,"$1,764 "
291,Arkansas,2024-09-02,516,163,457,45,$205.43 ,$1.31 ,$8.56 ,$3.06 ,1,3011524,$588 
292,Arkansas,2024-09-09,451,189,519,37,$177.00 ,$12.81 ,$8.31 ,$0.36 ,1,3011524,$588 
293,Arkansas,2024-09-16,386,"1,051",542,101,$242.38 ,$9.25 ,$11.04 ,$1.55 ,1,3011524,$588 
294,Arkansas,2024-09-23,393,"1,871",750,64,$165.98 ,$7.28 ,$20.73 ,$1.15 ,0,3011524,$0 
295,Arkansas,2024-09-30,341,"2,050",767,160,$147.92 ,$1.69 ,$14.36 ,$2.40 ,0,3011524,$0 
296,Arkansas,2024-10-07,364,113,545,48,$92.23 ,$10.75 ,$11.63 ,$1.21 ,0,3011524,$0 
297,Arkansas,2024-10-14,301,112,617,83,$142.41 ,$6.56 ,$11.85 ,$0.58 ,1,3011524,$588 
298,Arkansas,2024-10-21,342,30,"2,857",180,$255.70 ,$0.00 ,$9.46 ,$1.18 ,0,3011524,$0 
299,Arkansas,2024-10-28,334,49,290,95,$244.65 ,$0.00 ,$7.15 ,$1.31 ,2,3011524,"$1,176 "
300,Arkansas,2024-11-04,431,349,392,75,$233.47 ,$0.58 ,$6.31 ,$0.72 ,1,3011524,$588 
301,Arkansas,2024-11-11,566,629,336,56,$251.45 ,$4.13 ,$7.95 ,$0.52 ,0,3011524,$0 
302,Arkansas,2024-11-18,563,594,"2,020",67,$232.12 ,$12.48 ,$6.09 ,$0.18 ,1,3011524,$588 
303,Arkansas,2024-11-25,441,162,"1,127",58,$188.49 ,$16.37 ,$5.61 ,$2.91 ,0,3011524,$0 
304,Arkansas,2024-12-02,375,340,718,75,$311.65 ,$27.64 ,$7.07 ,$2.35 ,3,3011524,"$1,764 "
305,Arkansas,2024-12-09,438,281,739,80,$137.35 ,$18.36 ,$12.19 ,$4.84 ,3,3011524,"$1,764 "
306,Arkansas,2024-12-16,373,365,360,24,$193.58 ,$20.28 ,$7.64 ,$0.22 ,2,3011524,"$1,176 "
307,Arkansas,2024-12-23,434,58,563,35,$150.88 ,$8.15 ,$11.59 ,$3.78 ,1,3011524,$588 
308,Arkansas,2024-12-30,305,64,955,109,$141.09 ,$0.00 ,$6.06 ,$0.34 ,0,3011524,$0 
309,Arkansas,2025-01-06,283,108,971,450,$87.16 ,$1.11 ,$5.46 ,$2.84 ,0,3011524,$0 
310,Arkansas,2025-01-13,528,212,"1,084",253,$159.82 ,$8.30 ,$6.03 ,$2.59 ,0,3011524,$0 
311,Arkansas,2025-01-20,741,209,844,334,$410.31 ,$9.34 ,$6.32 ,$8.43 ,3,3011524,"$1,764 "
312,Arkansas,2025-01-27,728,77,584,526,$340.14 ,$7.76 ,$10.30 ,$6.08 ,4,3011524,"$2,352 "
313,Arkansas,2025-02-03,611,60,287,537,$305.46 ,$13.23 ,$6.80 ,$5.13 ,1,3011524,$588 
314,Arkansas,2025-02-10,655,25,199,125,$253.92 ,$7.98 ,$8.80 ,$5.65 ,4,3011524,"$2,352 "
315,Arkansas,2025-02-17,504,15,170,122,$274.23 ,$0.67 ,$5.01 ,$20.62 ,3,3011524,"$1,764 "
316,Bavaria,2024-03-04,,1,,, --,$0.00 , --, --,0,13140183,$0 
317,Bedford,2024-08-19,52,,,,$4.72 , --, --, --,0,173292,$0 
318,Bedford,2024-08-26,61,78,171,,$18.27 ,$0.00 ,$0.56 , --,0,173292,$0 
319,Bedford,2024-09-02,67,9,210,,$9.74 ,$1.14 ,$0.80 , --,0,173292,$0 
320,Bedford,2024-09-09,46,3,172,,$0.00 ,$0.00 ,$0.85 , --,0,173292,$0 
321,Bedford,2024-09-16,47,1,49,,$6.33 ,$0.00 ,$0.58 , --,0,173292,$0 
322,Bedford,2024-09-23,35,16,152,,$5.87 ,$0.00 ,$1.20 , --,0,173292,$0 
323,Bedford,2024-09-30,61,14,99,,$24.95 ,$0.00 ,$0.63 , --,0,173292,$0 
324,Bedford,2024-10-07,65,49,50,,$17.27 ,$0.00 ,$0.69 , --,0,173292,$0 
325,Bedford,2024-10-14,64,59,56,,$23.47 ,$0.00 ,$0.74 , --,0,173292,$0 
326,Bedford,2024-10-21,67,367,75,,$34.54 ,$0.54 ,$0.64 , --,0,173292,$0 
327,Bedford,2024-10-28,47,127,71,,$8.61 ,$0.39 ,$1.04 , --,1,173292,$588 
328,Bedford,2024-11-04,32,11,47,,$7.82 ,$0.00 ,$0.72 , --,0,173292,$0 
329,Bedford,2024-11-11,23,37,12,,$14.14 ,$0.00 ,$1.23 , --,0,173292,$0 
330,Bedford,2024-11-18,17,4,37,,$17.08 ,$0.00 ,$0.66 , --,0,173292,$0 
331,Bedford,2024-11-25,31,,51,,$14.87 , --,$1.56 , --,0,173292,$0 
332,Bedford,2024-12-02,27,17,29,,$9.85 ,$0.00 ,$0.36 , --,0,173292,$0 
333,Bedford,2024-12-09,41,2,25,,$17.63 ,$0.00 ,$0.63 , --,0,173292,$0 
334,Bedford,2024-12-16,32,3,27,,$9.25 ,$0.00 ,$0.36 , --,0,173292,$0 
335,Bedford,2024-12-23,24,,27,,$6.61 , --,$1.19 , --,0,173292,$0 
336,Bedford,2024-12-30,20,16,51,,$2.03 ,$0.00 ,$1.45 , --,0,173292,$0 
337,Bedford,2025-01-06,9,16,146,,$29.28 ,$0.00 ,$1.30 , --,0,173292,$0 
338,Bedford,2025-01-13,38,4,123,,$9.30 ,$0.31 ,$2.29 , --,0,173292,$0 
339,Bedford,2025-01-20,63,,237,,$4.37 , --,$3.16 , --,0,173292,$0 
340,Bedford,2025-01-27,36,2,39,,$2.14 ,$0.00 ,$1.28 , --,0,173292,$0 
341,Bedford,2025-02-03,31,1,39,,$3.87 ,$0.00 ,$0.95 , --,0,173292,$0 
342,Bedford,2025-02-10,38,14,33,,$3.39 ,$0.00 ,$0.47 , --,0,173292,$0 
343,Bedford,2025-02-17,24,1,24,,$1.67 ,$0.00 ,$0.30 , --,0,173292,$0 
344,Berkshire,2024-08-19,272,,,,$62.20 , --, --, --,1,942400,$588 
345,Berkshire,2024-08-26,328,241,569,,$79.03 ,$0.06 ,$3.39 , --,0,942400,$0 
346,Berkshire,2024-09-02,393,39,862,,$91.19 ,$0.00 ,$4.89 , --,2,942400,"$1,176 "
347,Berkshire,2024-09-09,288,47,701,,$110.20 ,$0.00 ,$4.25 , --,0,942400,$0 
348,Berkshire,2024-09-16,256,23,194,,$71.70 ,$0.00 ,$2.98 , --,0,942400,$0 
349,Berkshire,2024-09-23,235,222,506,,$99.91 ,$0.00 ,$1.86 , --,0,942400,$0 
350,Berkshire,2024-09-30,355,96,395,,$103.97 ,$0.00 ,$4.74 , --,2,942400,"$1,176 "
351,Berkshire,2024-10-07,293,294,225,,$125.95 ,$4.63 ,$3.77 , --,0,942400,$0 
352,Berkshire,2024-10-14,282,91,222,,$99.00 ,$1.10 ,$7.37 , --,1,942400,$588 
353,Berkshire,2024-10-21,287,"2,475",462,,$91.12 ,$0.61 ,$8.93 , --,0,942400,$0 
354,Berkshire,2024-10-28,217,703,382,,$47.04 ,$0.20 ,$6.26 , --,0,942400,$0 
355,Berkshire,2024-11-04,171,18,176,,$37.75 ,$0.00 ,$5.43 , --,0,942400,$0 
356,Berkshire,2024-11-11,151,226,81,,$39.66 ,$0.25 ,$3.09 , --,2,942400,"$1,176 "
357,Berkshire,2024-11-18,122,8,215,,$23.10 ,$0.00 ,$5.53 , --,1,942400,$588 
358,Berkshire,2024-11-25,150,4,313,,$11.58 ,$0.00 ,$6.36 , --,0,942400,$0 
359,Berkshire,2024-12-02,100,152,188,,$26.21 ,$0.00 ,$3.83 , --,0,942400,$0 
360,Berkshire,2024-12-09,149,4,181,,$33.31 ,$0.00 ,$3.20 , --,0,942400,$0 
361,Berkshire,2024-12-16,149,18,138,,$15.86 ,$0.00 ,$2.34 , --,0,942400,$0 
362,Berkshire,2024-12-23,155,5,126,,$19.18 ,$0.00 ,$2.68 , --,0,942400,$0 
363,Berkshire,2024-12-30,123,169,412,,$12.59 ,$0.00 ,$4.57 , --,0,942400,$0 
364,Berkshire,2025-01-06,57,103,798,,$11.02 ,$0.09 ,$6.58 , --,0,942400,$0 
365,Berkshire,2025-01-13,210,5,605,,$26.94 ,$0.00 ,$9.28 , --,0,942400,$0 
366,Berkshire,2025-01-20,331,5,"1,248",,$28.81 ,$0.00 ,$13.03 , --,0,942400,$0 
367,Berkshire,2025-01-27,283,20,374,,$38.45 ,$0.00 ,$9.47 , --,2,942400,"$1,176 "
368,Berkshire,2025-02-03,199,17,255,,$63.76 ,$0.26 ,$7.73 , --,5,942400,"$2,940 "
369,Berkshire,2025-02-10,188,57,273,,$31.96 ,$0.19 ,$10.65 , --,1,942400,$588 
370,Berkshire,2025-02-17,151,10,154,,$35.92 ,$0.00 ,$4.80 , --,0,942400,$0 
371,Blackpool,2024-08-19,38,,,,$13.77 , --, --, --,0,139300,$0 
372,Blackpool,2024-08-26,73,85,109,,$25.21 ,$0.00 ,$0.95 , --,1,139300,$588 
373,Blackpool,2024-09-02,73,27,91,,$28.53 ,$0.51 ,$0.58 , --,0,139300,$0 
374,Blackpool,2024-09-09,66,65,81,,$14.38 ,$0.72 ,$0.66 , --,0,139300,$0 
375,Blackpool,2024-09-16,69,17,28,,$28.16 ,$0.00 ,$0.39 , --,0,139300,$0 
376,Blackpool,2024-09-23,34,40,42,,$6.49 ,$0.00 ,$0.31 , --,0,139300,$0 
377,Blackpool,2024-09-30,22,4,30,,$9.64 ,$0.00 ,$0.35 , --,0,139300,$0 
378,Blackpool,2024-10-07,41,9,19,,$21.11 ,$0.00 ,$0.21 , --,0,139300,$0 
379,Blackpool,2024-10-14,18,11,16,,$3.56 ,$0.00 ,$1.17 , --,0,139300,$0 
380,Blackpool,2024-10-21,22,75,20,,$3.14 ,$0.04 ,$0.37 , --,0,139300,$0 
381,Blackpool,2024-10-28,4,19,12,,$0.00 ,$0.00 ,$0.30 , --,0,139300,$0 
382,Blackpool,2024-11-04,17,6,10,,$11.15 ,$0.00 ,$0.12 , --,0,139300,$0 
383,Blackpool,2024-11-11,8,3,2,,$3.46 ,$0.00 ,$0.01 , --,0,139300,$0 
384,Blackpool,2024-11-18,11,4,8,,$1.38 ,$0.00 ,$0.06 , --,0,139300,$0 
385,Blackpool,2024-11-25,8,,9,,$3.91 , --,$0.08 , --,0,139300,$0 
386,Blackpool,2024-12-02,8,7,8,,$0.00 ,$0.00 ,$0.28 , --,0,139300,$0 
387,Blackpool,2024-12-09,13,,9,,$1.10 , --,$0.77 , --,0,139300,$0 
388,Blackpool,2024-12-16,9,1,11,,$3.39 ,$0.00 ,$0.29 , --,0,139300,$0 
389,Blackpool,2024-12-23,13,,4,,$0.00 , --,$0.09 , --,0,139300,$0 
390,Blackpool,2024-12-30,15,3,23,,$0.78 ,$0.00 ,$0.27 , --,0,139300,$0 
391,Blackpool,2025-01-06,1,6,56,,$0.00 ,$0.00 ,$0.13 , --,0,139300,$0 
392,Blackpool,2025-01-13,13,,34,,$4.34 , --,$0.68 , --,0,139300,$0 
393,Blackpool,2025-01-20,16,,62,,$1.85 , --,$0.65 , --,0,139300,$0 
394,Blackpool,2025-01-27,23,,17,,$2.53 , --,$0.96 , --,0,139300,$0 
395,Blackpool,2025-02-03,15,1,21,,$0.00 ,$0.00 ,$0.34 , --,0,139300,$0 
396,Blackpool,2025-02-10,12,,12,,$3.15 , --,$0.28 , --,0,139300,$0 
397,Blackpool,2025-02-17,14,,20,,$0.00 , --,$0.36 , --,0,139300,$0 
398,Blekinge County,2024-12-09,5,,,,$0.00 , --, --, --,0,159056,$0 
399,Blekinge County,2024-12-16,44,346,244,,$11.63 ,$0.77 ,$1.31 , --,0,159056,$0 
400,Blekinge County,2024-12-23,56,373,174,,$18.43 ,$1.70 ,$1.16 , --,0,159056,$0 
401,Blekinge County,2024-12-30,30,213,269,,$5.53 ,$0.00 ,$1.04 , --,0,159056,$0 
402,Blekinge County,2025-01-06,53,381,"1,719",,$7.13 ,$0.53 ,$3.68 , --,0,159056,$0 
403,Blekinge County,2025-01-13,32,"1,297",932,,$8.21 ,$6.97 ,$9.52 , --,0,159056,$0 
404,Blekinge County,2025-01-20,26,620,"1,660",,$16.40 ,$1.24 ,$11.22 , --,0,159056,$0 
405,Blekinge County,2025-01-27,32,132,358,,$7.75 ,$1.87 ,$2.82 , --,0,159056,$0 
406,Blekinge County,2025-02-03,46,182,362,,$26.21 ,$2.03 ,$3.03 , --,0,159056,$0 
407,Blekinge County,2025-02-10,44,47,269,,$9.06 ,$0.58 ,$2.38 , --,0,159056,$0 
408,Blekinge County,2025-02-17,40,43,214,,$25.95 ,$1.14 ,$1.95 , --,0,159056,$0 
409,Buckinghamshire,2024-08-19,179,,,,$64.97 , --, --, --,2,812200,"$1,176 "
410,Buckinghamshire,2024-08-26,263,195,452,,$62.95 ,$9.87 ,$2.32 , --,2,812200,"$1,176 "
411,Buckinghamshire,2024-09-02,296,14,720,,$113.14 ,$0.00 ,$3.46 , --,0,812200,$0 
412,Buckinghamshire,2024-09-09,223,17,599,,$70.78 ,$0.00 ,$6.13 , --,0,812200,$0 
413,Buckinghamshire,2024-09-16,216,28,186,,$58.64 ,$0.00 ,$3.98 , --,0,812200,$0 
414,Buckinghamshire,2024-09-23,160,70,428,,$51.01 ,$0.60 ,$1.55 , --,0,812200,$0 
415,Buckinghamshire,2024-09-30,280,63,349,,$99.33 ,$0.04 ,$3.25 , --,0,812200,$0 
416,Buckinghamshire,2024-10-07,246,220,197,,$79.32 ,$0.08 ,$3.70 , --,0,812200,$0 
417,Buckinghamshire,2024-10-14,250,69,212,,$62.91 ,$0.95 ,$4.25 , --,1,812200,$588 
418,Buckinghamshire,2024-10-21,230,"1,876",332,,$34.72 ,$0.50 ,$5.06 , --,0,812200,$0 
419,Buckinghamshire,2024-10-28,190,565,276,,$39.89 ,$0.31 ,$6.70 , --,0,812200,$0 
420,Buckinghamshire,2024-11-04,139,23,142,,$41.86 ,$0.28 ,$2.51 , --,0,812200,$0 
421,Buckinghamshire,2024-11-11,119,175,50,,$26.52 ,$0.10 ,$1.14 , --,0,812200,$0 
422,Buckinghamshire,2024-11-18,104,8,124,,$38.57 ,$0.18 ,$1.73 , --,0,812200,$0 
423,Buckinghamshire,2024-11-25,117,12,204,,$18.92 ,$0.00 ,$3.44 , --,0,812200,$0 
424,Buckinghamshire,2024-12-02,101,103,97,,$9.99 ,$0.08 ,$1.51 , --,0,812200,$0 
425,Buckinghamshire,2024-12-09,123,4,132,,$20.68 ,$0.00 ,$2.04 , --,0,812200,$0 
426,Buckinghamshire,2024-12-16,116,20,90,,$30.92 ,$0.00 ,$2.00 , --,0,812200,$0 
427,Buckinghamshire,2024-12-23,125,8,91,,$22.97 ,$0.00 ,$1.07 , --,0,812200,$0 
428,Buckinghamshire,2024-12-30,117,123,332,,$8.99 ,$0.00 ,$7.08 , --,0,812200,$0 
429,Buckinghamshire,2025-01-06,37,84,664,,$1.36 ,$0.00 ,$7.08 , --,0,812200,$0 
430,Buckinghamshire,2025-01-13,196,1,477,,$58.31 ,$0.00 ,$7.82 , --,0,812200,$0 
431,Buckinghamshire,2025-01-20,253,2,933,,$48.42 ,$0.00 ,$8.32 , --,0,812200,$0 
432,Buckinghamshire,2025-01-27,181,2,323,,$51.80 ,$0.00 ,$8.40 , --,0,812200,$0 
433,Buckinghamshire,2025-02-03,182,20,269,,$42.80 ,$0.25 ,$7.95 , --,0,812200,$0 
434,Buckinghamshire,2025-02-10,166,13,260,,$13.79 ,$0.00 ,$7.70 , --,0,812200,$0 
435,Buckinghamshire,2025-02-17,110,4,191,,$22.77 ,$0.00 ,$7.17 , --,0,812200,$0 
436,Caerphilly County Borough,2024-08-19,32,,,,$6.76 , --, --, --,0,181019,$0 
437,Caerphilly County Borough,2024-08-26,84,52,49,,$35.69 ,$0.83 ,$0.65 , --,0,181019,$0 
438,Caerphilly County Borough,2024-09-02,61,6,54,,$15.66 ,$0.00 ,$0.31 , --,0,181019,$0 
439,Caerphilly County Borough,2024-09-09,64,13,41,,$20.12 ,$0.00 ,$0.27 , --,1,181019,$588 
440,Caerphilly County Borough,2024-09-16,60,16,19,,$31.84 ,$0.00 ,$0.33 , --,1,181019,$588 
441,Caerphilly County Borough,2024-09-23,43,39,25,,$26.06 ,$0.72 ,$0.14 , --,0,181019,$0 
442,Caerphilly County Borough,2024-09-30,63,16,31,,$30.77 ,$0.00 ,$0.20 , --,0,181019,$0 
443,Caerphilly County Borough,2024-10-07,42,55,22,,$12.68 ,$0.00 ,$0.27 , --,0,181019,$0 
444,Caerphilly County Borough,2024-10-14,43,45,25,,$22.66 ,$0.00 ,$0.50 , --,2,181019,"$1,176 "
445,Caerphilly County Borough,2024-10-21,41,686,33,,$9.51 ,$0.29 ,$0.37 , --,0,181019,$0 
446,Caerphilly County Borough,2024-10-28,22,228,17,,$5.76 ,$0.05 ,$0.11 , --,0,181019,$0 
447,Caerphilly County Borough,2024-11-04,20,1,7,,$8.44 ,$0.00 ,$0.10 , --,0,181019,$0 
448,Caerphilly County Borough,2024-11-11,29,81,4,,$3.69 ,$0.00 ,$0.08 , --,0,181019,$0 
449,Caerphilly County Borough,2024-11-18,12,3,32,,$16.19 ,$0.00 ,$0.11 , --,0,181019,$0 
450,Caerphilly County Borough,2024-11-25,21,,17,,$0.00 , --,$0.27 , --,0,181019,$0 
451,Caerphilly County Borough,2024-12-02,15,25,12,,$6.82 ,$0.00 ,$0.76 , --,0,181019,$0 
452,Caerphilly County Borough,2024-12-09,30,,12,,$5.27 , --,$1.26 , --,0,181019,$0 
453,Caerphilly County Borough,2024-12-16,22,1,17,,$3.19 ,$0.00 ,$0.64 , --,0,181019,$0 
454,Caerphilly County Borough,2024-12-23,24,0,2,,$10.26 ,$0.00 ,$0.52 , --,0,181019,$0 
455,Caerphilly County Borough,2024-12-30,26,19,40,,$1.61 ,$0.00 ,$0.23 , --,0,181019,$0 
456,Caerphilly County Borough,2025-01-06,8,8,94,,$0.00 ,$0.00 ,$0.30 , --,0,181019,$0 
457,Caerphilly County Borough,2025-01-13,49,,61,,$23.39 , --,$0.38 , --,0,181019,$0 
458,Caerphilly County Borough,2025-01-20,73,,131,,$6.87 , --,$0.54 , --,0,181019,$0 
459,Caerphilly County Borough,2025-01-27,50,3,13,,$4.43 ,$0.07 ,$0.20 , --,0,181019,$0 
460,Caerphilly County Borough,2025-02-03,58,3,24,,$2.59 ,$1.18 ,$0.72 , --,0,181019,$0 
461,Caerphilly County Borough,2025-02-10,36,3,36,,$8.40 ,$0.00 ,$3.75 , --,0,181019,$0 
462,Caerphilly County Borough,2025-02-17,25,1,9,,$4.41 ,$0.00 ,$2.33 , --,0,181019,$0 
463,California,2023-09-25,"1,820",548,,,$346.65 ,$7.94 , --, --,3,39538223,"$1,764 "
464,California,2023-10-02,"31,572",841,"7,070",,"$2,717.44 ",$26.11 ,$73.99 , --,75,39538223,"$44,100 "
465,California,2023-10-09,"29,826",84,"13,545",,"$1,820.23 ",$11.01 ,$144.48 , --,40,39538223,"$23,520 "
466,California,2023-10-16,"25,537",350,"7,419",,"$1,712.49 ",$12.51 ,$95.91 , --,45,39538223,"$26,460 "
467,California,2023-10-23,"33,530","9,392","5,908",,"$2,395.29 ",$28.39 ,$82.18 , --,53,39538223,"$31,164 "
468,California,2023-10-30,"10,715","18,901","5,507",,"$1,490.25 ",$24.98 ,$80.80 , --,10,39538223,"$5,880 "
469,California,2023-11-06,"3,616",746,"5,924",,"$1,186.49 ",$36.19 ,$84.77 , --,11,39538223,"$6,468 "
470,California,2023-11-13,"4,260",941,"5,209",,"$1,182.98 ",$37.17 ,$83.21 , --,9,39538223,"$5,292 "
471,California,2023-11-20,"4,481",688,"5,009",,"$1,251.73 ",$31.62 ,$80.90 , --,10,39538223,"$5,880 "
472,California,2023-11-27,"4,127",843,"4,791",,"$1,497.76 ",$50.25 ,$71.03 , --,18,39538223,"$10,584 "
473,California,2023-12-04,"4,854","2,727","7,012",,"$1,505.07 ",$71.77 ,$109.27 , --,16,39538223,"$9,408 "
474,California,2023-12-11,"4,018","3,305","7,935",,"$1,987.89 ",$87.65 ,$146.59 , --,31,39538223,"$18,228 "
475,California,2023-12-18,"5,037","2,287","12,858",,"$1,928.44 ",$104.61 ,$193.80 , --,19,39538223,"$11,172 "
476,California,2023-12-25,"9,002","2,301","25,321",,"$3,266.58 ",$48.17 ,$293.79 , --,21,39538223,"$12,348 "
477,California,2024-01-01,"9,652",135,"32,762",,"$2,589.55 ",$0.00 ,$329.47 , --,21,39538223,"$12,348 "
